id_dipendente,first_name,last_name,email,gender,salario,data assunzione,id_autonoleggio,id_manager,numero_di_telefono
1,Towny,Shipsey,tshipsey0@github.io,Bigender,285322.13,3/30/2020,74.71,46929.73,2800294655
2,Ethel,Birtwhistle,ebirtwhistle1@lulu.com,Female,265938.67,12/7/2020,26.41,25903.59,8991955843
3,Leigh,Dewey,ldewey2@studiopress.com,Non-binary,142470.62,11/8/2020,313.49,23355.15,7037172782
4,Merrill,Bourne,mbourne3@istockphoto.com,Genderqueer,331178.99,5/9/2020,20.24,19185.07,1216933529
5,Hope,Ansell,hansell4@xrea.com,Agender,77195.18,3/24/2020,245.65,32081.66,2818905893
6,Curcio,Verni,cverni5@1688.com,Polygender,194769.78,6/17/2020,163.9,24510.37,5654516698
7,Leonanie,Roft,lroft6@soup.io,Genderqueer,352850.04,7/31/2020,482.76,25154.89,1780499442
8,Ulrika,Cavolini,ucavolini7@gmpg.org,Non-binary,389372.78,8/5/2020,174.77,10754.34,0142744999
9,Rudie,Dabes,rdabes8@moonfruit.com,Male,449314.98,5/10/2020,494.68,22819.84,6470276075
10,Slade,Stoute,sstoute9@hao123.com,Agender,43179.48,4/14/2020,145.15,3227.72,3730934775
11,Juliana,Becraft,jbecrafta@foxnews.com,Non-binary,455168.61,11/8/2020,257.83,47191.11,5786256812
12,Angeline,Gwyther,agwytherb@technorati.com,Non-binary,265562.74,4/17/2020,312.44,25545.25,0790794179
13,Ilario,Sawart,isawartc@dion.ne.jp,Genderqueer,122042.18,3/8/2020,283.9,18806.66,8453435731
14,Gustav,Chatres,gchatresd@tamu.edu,Female,258430.16,3/25/2020,383.58,24914.03,7724754659
15,Riobard,Clever,rclevere@biglobe.ne.jp,Bigender,441828.32,1/15/2021,114.96,25904.7,3736351895
16,Kimberlyn,Castelow,kcastelowf@w3.org,Bigender,259347.99,6/19/2020,238.02,17604.33,9280696181
17,Flori,Benner,fbennerg@apache.org,Male,247128.2,11/4/2020,389.73,23888.0,5845096758
18,Reinwald,Kruszelnicki,rkruszelnickih@is.gd,Bigender,6669.39,9/9/2020,363.69,19338.77,2231380269
19,Hart,Tribe,htribei@scientificamerican.com,Non-binary,436347.56,1/2/2021,205.51,44215.03,2498001239
20,Alberta,Balducci,abalduccij@springer.com,Bigender,382511.76,2/2/2021,12.87,30990.81,3463205734
21,Clyve,Bleazard,cbleazardk@wisc.edu,Bigender,423664.27,8/25/2020,301.23,34067.44,9960360628
22,Ferdy,Loxly,floxlyl@soup.io,Agender,244404.09,4/2/2020,100.12,19776.91,7550936897
23,Vaughn,Haxley,vhaxleym@mlb.com,Genderqueer,359310.97,4/18/2020,37.49,24299.77,0603327338
24,Tabbatha,Stiegar,tstiegarn@hatena.ne.jp,Genderfluid,129962.78,12/25/2020,313.59,6097.79,6839442039
25,Agathe,Ealam,aealamo@amazon.de,Non-binary,204585.4,6/4/2020,208.07,20330.46,0023732628
26,Mignonne,Carbett,mcarbettp@amazon.de,Genderfluid,484361.66,7/9/2020,283.22,41652.97,2118259069
27,Reeva,Eykelbosch,reykelboschq@china.com.cn,Polygender,248983.71,8/29/2020,351.01,12121.98,3230436148
28,Iorgo,Tankard,itankardr@economist.com,Genderfluid,141296.46,6/15/2020,342.43,8156.58,2780847115
29,Mauricio,Lovemore,mlovemores@mit.edu,Male,245043.46,12/16/2020,153.67,14339.36,7731220303
30,Barton,Kovelmann,bkovelmannt@miitbeian.gov.cn,Agender,457228.29,3/12/2020,47.23,21308.65,2059750466
31,Daren,Biggerdike,dbiggerdikeu@indiegogo.com,Non-binary,186087.62,12/1/2020,291.84,9315.59,4907677979
32,Hughie,Derycot,hderycotv@ycombinator.com,Genderqueer,480090.7,4/20/2020,328.42,35422.49,3325844510
33,Shela,Crier,scrierw@cam.ac.uk,Agender,134327.37,1/23/2021,186.33,45236.04,1055430210
34,Drusi,Caudelier,dcaudelierx@bing.com,Agender,34557.27,6/17/2020,377.64,44574.88,6710451984
35,Lane,Pady,lpadyy@ihg.com,Female,152657.67,8/28/2020,339.5,31132.8,9239148124
36,Janeen,Bazelle,jbazellez@merriam-webster.com,Genderqueer,496896.64,3/5/2020,152.55,39139.74,5321130876
37,Harriet,Muldownie,hmuldownie10@oracle.com,Non-binary,386224.58,11/23/2020,403.61,45318.83,1403444927
38,Ximenez,Guiden,xguiden11@columbia.edu,Polygender,62774.49,2/1/2021,425.09,42858.09,0736159258
39,Stanford,Alster,salster12@freewebs.com,Agender,306413.35,3/4/2020,445.11,17390.68,7704067613
40,Kirstyn,Fuller,kfuller13@eventbrite.com,Non-binary,396646.96,2/2/2021,373.77,41347.03,7372422353
41,Sayre,Vaskov,svaskov14@cbc.ca,Genderqueer,429285.61,10/8/2020,155.25,17446.57,8412748948
42,Elsy,Lathe,elathe15@facebook.com,Agender,405371.03,11/21/2020,280.53,21903.04,8020467548
43,Skyler,Wickins,swickins16@admin.ch,Non-binary,276686.84,4/3/2020,144.38,7607.49,4155658313
44,Salomone,Corre,scorre17@msu.edu,Bigender,224280.66,6/16/2020,239.18,1555.62,4950772155
45,Willdon,Iacapucci,wiacapucci18@bbb.org,Genderfluid,135424.96,5/9/2020,278.45,13149.04,7139414696
46,Madeleine,Steinson,msteinson19@businesswire.com,Male,187305.5,2/16/2020,352.08,9479.26,9119702000
47,Eimile,Josowitz,ejosowitz1a@ucoz.com,Female,157640.27,8/21/2020,145.06,31832.29,0479427437
48,Raynor,Gibbings,rgibbings1b@cargocollective.com,Bigender,440946.0,3/5/2020,161.44,36778.27,2014914796
49,Kassandra,Deveraux,kdeveraux1c@tinypic.com,Non-binary,465423.28,12/23/2020,419.37,5700.39,5327549038
50,Martin,Insole,minsole1d@live.com,Male,191349.44,1/19/2021,71.0,12169.17,2252270462
51,Sterling,Duffett,sduffett1e@tiny.cc,Male,306519.8,3/22/2020,310.52,40212.59,7601152146
52,Conroy,Culshaw,cculshaw1f@miibeian.gov.cn,Non-binary,426831.13,11/25/2020,475.48,21974.65,2966649607
53,Betteanne,Whitwood,bwhitwood1g@tamu.edu,Male,153645.02,3/12/2020,154.46,10230.87,1192372891
54,Cassy,Sabban,csabban1h@tamu.edu,Bigender,124340.64,1/6/2021,2.81,43843.35,3053062909
55,Halsy,Elderbrant,helderbrant1i@redcross.org,Genderfluid,373879.67,8/13/2020,266.05,31916.66,9741510721
56,Bengt,Mounce,bmounce1j@census.gov,Female,337487.93,5/18/2020,287.92,30998.28,4835957032
57,Lyndell,Blodg,lblodg1k@webnode.com,Male,116008.97,5/26/2020,244.53,30679.75,4600446062
58,Franky,Baudon,fbaudon1l@engadget.com,Non-binary,122545.21,5/6/2020,267.74,30275.88,7986076151
59,Angelico,Torrent,atorrent1m@bizjournals.com,Genderqueer,495185.85,3/9/2020,482.34,48620.42,7317677337
60,Hannah,Saphin,hsaphin1n@xinhuanet.com,Male,23752.13,8/24/2020,374.38,2581.26,1459846990
61,Angelico,Bilovus,abilovus1o@psu.edu,Polygender,361591.56,2/26/2020,177.26,4876.34,2371257966
62,Winifield,Collete,wcollete1p@pcworld.com,Non-binary,385062.32,1/24/2021,111.32,14658.37,7382552306
63,Katleen,Scola,kscola1q@tripadvisor.com,Male,71653.06,3/28/2020,95.78,12031.41,8241360339
64,Koenraad,Peter,kpeter1r@earthlink.net,Female,172265.19,3/28/2020,161.42,11179.95,3411411775
65,Jobey,Vossgen,jvossgen1s@mapy.cz,Male,341132.04,9/18/2020,262.31,49846.24,6855925669
66,Tawsha,Alessandone,talessandone1t@amazon.co.uk,Female,31433.01,3/13/2020,324.43,33085.27,5374770969
67,Fanya,Barbisch,fbarbisch1u@paginegialle.it,Polygender,449962.73,7/23/2020,480.35,34390.56,2656266297
68,Addy,Sworne,asworne1v@people.com.cn,Genderqueer,164207.32,8/9/2020,372.78,13455.24,3011788669
69,Sigfried,Warby,swarby1w@usda.gov,Bigender,131749.5,4/19/2020,71.88,36066.67,5937133803
70,Carol-jean,Aaron,caaron1x@amazon.co.jp,Agender,68457.99,8/2/2020,190.16,30615.74,6024557833
71,Harland,Bergen,hbergen1y@cnbc.com,Male,340571.88,2/2/2021,303.75,38330.26,1434209563
72,Jobyna,Baillie,jbaillie1z@comsenz.com,Female,467079.94,10/19/2020,24.85,10895.23,0506401367
73,Peggy,Baswall,pbaswall20@163.com,Genderfluid,454052.77,1/6/2021,214.37,4243.92,9434319978
74,Kordula,McGivena,kmcgivena21@ow.ly,Male,313608.77,8/18/2020,157.81,43861.73,6658479712
75,Marius,Nourse,mnourse22@etsy.com,Bigender,384195.91,2/6/2021,36.27,23338.74,4536886990
76,Riordan,Tieman,rtieman23@google.pl,Genderfluid,103984.65,12/21/2020,209.57,41799.4,3989825615
77,Brett,Carwithim,bcarwithim24@wikia.com,Bigender,336672.49,11/22/2020,2.34,42402.43,5129594835
78,Dasi,Biagioni,dbiagioni25@wp.com,Male,474386.51,7/11/2020,307.05,24079.58,7080702917
79,Dannye,Rigardeau,drigardeau26@blog.com,Male,119290.49,1/4/2021,212.29,8980.58,5881580656
80,Turner,Salvin,tsalvin27@addthis.com,Agender,127055.6,12/25/2020,376.86,28796.74,2387090179
81,Aeriela,Dronsfield,adronsfield28@w3.org,Genderqueer,237954.55,5/8/2020,296.09,15663.82,1130662632
82,Felicle,Duignan,fduignan29@ed.gov,Female,254405.93,7/17/2020,404.29,39932.8,4346794831
83,Burnard,Levay,blevay2a@jiathis.com,Male,310614.34,6/7/2020,126.88,23673.51,1809393949
84,Gabriell,Prozillo,gprozillo2b@unc.edu,Genderfluid,261395.34,9/12/2020,51.12,26965.86,0739279289
85,Etta,Goldis,egoldis2c@sun.com,Female,393935.43,3/1/2020,189.31,36247.47,7242685184
86,Clevie,Reed,creed2d@friendfeed.com,Female,231592.94,3/8/2020,70.07,2323.8,4977074394
87,Gasparo,Dixcey,gdixcey2e@google.de,Genderfluid,443024.09,2/1/2021,388.06,48997.85,2607222915
88,Heinrik,Cardwell,hcardwell2f@ow.ly,Non-binary,67762.51,1/17/2021,465.31,24944.32,3336009375
89,Basilius,Vedyasov,bvedyasov2g@gnu.org,Bigender,353560.32,7/4/2020,289.46,22317.23,3294615299
90,Raddy,Goodered,rgoodered2h@deliciousdays.com,Agender,438976.18,8/29/2020,499.94,30530.26,6192472165
91,Gilbert,Newson,gnewson2i@nsw.gov.au,Polygender,209692.59,11/4/2020,74.46,36807.94,5805770113
92,Nada,Roche,nroche2j@mit.edu,Bigender,98723.35,6/11/2020,396.79,12888.85,3670366814
93,Issy,Espinosa,iespinosa2k@reverbnation.com,Bigender,8219.44,8/19/2020,239.15,44184.64,9077344144
94,Clementius,Hearons,chearons2l@google.pl,Genderfluid,341096.77,11/26/2020,165.45,4763.69,4023196401
95,Kandy,Banford,kbanford2m@lulu.com,Female,15893.51,6/30/2020,464.02,41742.81,7347241510
96,Lawrence,Goldsack,lgoldsack2n@sun.com,Polygender,142923.87,10/12/2020,429.93,8072.96,4218372489
97,Lissie,Le Leu,lleleu2o@acquirethisname.com,Genderqueer,390249.92,8/29/2020,365.47,14504.94,5543098251
98,Kayley,Simpkiss,ksimpkiss2p@etsy.com,Bigender,326455.02,9/20/2020,385.39,14562.15,1581197918
99,Kalvin,Waller-Bridge,kwallerbridge2q@booking.com,Female,148168.56,9/14/2020,215.67,692.51,1911817442
100,Merrilee,Narracott,mnarracott2r@ask.com,Female,22865.68,1/30/2021,329.65,42006.5,9100653896
101,Orella,Bremond,obremond2s@census.gov,Genderqueer,492050.2,3/24/2020,482.56,29070.97,8606485357
102,Lara,Lawther,llawther2t@yahoo.com,Male,318595.74,2/27/2020,79.71,12553.68,7338937826
103,Jeddy,Lamberton,jlamberton2u@intel.com,Non-binary,268349.57,5/21/2020,426.46,7873.07,5284381173
104,Jourdan,Laweles,jlaweles2v@i2i.jp,Genderqueer,6922.07,2/19/2020,185.0,23452.56,8065561179
105,Peggi,Hallt,phallt2w@theglobeandmail.com,Bigender,80051.42,10/14/2020,357.34,4029.96,2338707672
106,Charlotte,Tooker,ctooker2x@apache.org,Female,436190.33,10/25/2020,120.29,44664.67,6375945569
107,Jerri,Brightwell,jbrightwell2y@timesonline.co.uk,Agender,244248.74,8/2/2020,214.09,37671.44,1285985877
108,Ashly,Perillio,aperillio2z@friendfeed.com,Non-binary,333740.4,1/4/2021,461.76,20460.95,3074583436
109,Dewitt,Ruoss,druoss30@paypal.com,Genderfluid,273556.03,6/1/2020,363.41,45203.21,6724222729
110,Vally,Cabral,vcabral31@theguardian.com,Polygender,432805.07,2/26/2020,440.81,31731.99,3148999908
111,Jen,McCrow,jmccrow32@bbc.co.uk,Agender,69237.97,4/25/2020,190.1,201.6,3114834329
112,Allyn,Marti,amarti33@eventbrite.com,Agender,392330.07,3/29/2020,499.83,11658.97,6930786799
113,Mignonne,Meneer,mmeneer34@ed.gov,Genderfluid,379014.9,4/12/2020,190.48,21924.68,3900604053
114,Berte,MacLaughlin,bmaclaughlin35@chicagotribune.com,Bigender,67799.87,2/11/2020,283.34,28601.32,4049085836
115,Olivier,Butterick,obutterick36@nih.gov,Female,414143.82,3/5/2020,281.25,35641.7,0915250357
116,Zilvia,Blandamere,zblandamere37@dmoz.org,Female,97830.02,9/24/2020,164.31,22983.5,7296162368
117,Bobbette,Kobierzycki,bkobierzycki38@vkontakte.ru,Male,274692.94,3/28/2020,423.55,27482.61,9802160911
118,Reinald,Muller,rmuller39@printfriendly.com,Non-binary,341810.89,4/24/2020,43.09,5823.69,2937668992
119,Zebedee,Gittis,zgittis3a@bizjournals.com,Genderfluid,346248.09,5/16/2020,324.67,42748.29,5377621042
120,Dallon,Pharaoh,dpharaoh3b@comsenz.com,Agender,61955.25,5/30/2020,109.81,5882.22,9001035868
121,Rich,Harman,rharman3c@domainmarket.com,Female,314220.41,3/21/2020,121.31,47773.45,9283977610
122,Nev,Pregal,npregal3d@usatoday.com,Genderqueer,252287.79,9/20/2020,94.74,48052.56,8632907492
123,Madelina,Josland,mjosland3e@123-reg.co.uk,Female,419357.7,4/23/2020,489.57,7453.15,3011339147
124,Addison,Vassel,avassel3f@twitpic.com,Genderfluid,315319.25,6/10/2020,497.48,11071.19,5490957867
125,Ronni,Riveles,rriveles3g@domainmarket.com,Female,178738.02,9/27/2020,245.84,31883.3,8295256750
126,Griffin,Waiting,gwaiting3h@cargocollective.com,Genderfluid,265784.3,3/2/2020,324.76,21524.68,8618765430
127,Klemens,Damrell,kdamrell3i@etsy.com,Bigender,458430.26,5/28/2020,60.82,33116.49,2090543876
128,Meryl,Frood,mfrood3j@constantcontact.com,Bigender,432957.76,11/5/2020,68.18,37767.66,1985656779
129,Rosana,Ivanyushin,rivanyushin3k@xinhuanet.com,Male,13178.65,3/12/2020,491.24,2108.1,2980062189
130,Rochelle,Taylor,rtaylor3l@newsvine.com,Non-binary,237574.93,8/25/2020,248.73,22807.72,9801594683
131,Hunter,Kenny,hkenny3m@businessweek.com,Agender,217740.82,2/25/2020,440.8,10230.34,6807323085
132,Alberta,Persich,apersich3n@qq.com,Polygender,232202.99,11/18/2020,17.32,1512.97,1124852735
133,Bella,Boatman,bboatman3o@yelp.com,Genderqueer,439020.25,11/9/2020,471.39,24002.27,2882461704
134,Winn,Rillstone,wrillstone3p@hud.gov,Female,147928.27,8/30/2020,81.48,43674.63,5498836058
135,Celia,Allsop,callsop3q@facebook.com,Bigender,20695.04,6/18/2020,486.21,35797.76,6771510042
136,Valida,Noddle,vnoddle3r@sciencedirect.com,Male,365262.65,10/13/2020,161.54,11227.79,9273831931
137,Ellette,MacPhee,emacphee3s@php.net,Genderfluid,171615.64,7/14/2020,138.54,2204.13,0888795637
138,Whitman,Timmermann,wtimmermann3t@tinyurl.com,Bigender,437782.89,2/27/2020,405.09,40684.1,3398317235
139,Felisha,Letten,fletten3u@yale.edu,Polygender,360450.09,5/3/2020,213.67,17302.59,7706401782
140,Clair,Khomin,ckhomin3v@ucsd.edu,Agender,51160.86,5/26/2020,2.03,14132.31,8262362314
141,Carny,Noades,cnoades3w@craigslist.org,Polygender,283019.57,10/22/2020,197.89,23209.84,5786904393
142,Chrystal,Leile,cleile3x@statcounter.com,Female,268969.48,6/13/2020,354.11,21619.39,4574021519
143,Luke,Skillington,lskillington3y@gmpg.org,Polygender,291575.11,1/25/2021,211.1,20740.39,2807054293
144,Davin,Valde,dvalde3z@bandcamp.com,Bigender,298376.33,3/8/2020,321.11,44439.76,7009421331
145,Guillema,Aleksandrov,galeksandrov40@jimdo.com,Agender,297082.12,10/17/2020,330.98,13263.34,1271256665
146,Harmony,Blood,hblood41@icq.com,Genderfluid,119459.47,5/14/2020,217.27,10627.36,4669782967
147,Mela,Toopin,mtoopin42@histats.com,Bigender,499735.5,10/4/2020,460.5,19356.38,3215594420
148,Angie,Hebble,ahebble43@sfgate.com,Polygender,278951.6,2/3/2021,447.41,40672.54,0509328660
149,Mirabella,Dinnis,mdinnis44@sphinn.com,Genderfluid,355461.19,7/5/2020,136.4,25428.25,3787571590
150,Jamill,Bouchier,jbouchier45@house.gov,Agender,302141.2,3/26/2020,417.49,27865.78,0990887693
151,Orsa,Ezzell,oezzell46@wufoo.com,Polygender,54547.85,11/16/2020,64.36,11673.23,4877168044
152,Rois,Largent,rlargent47@discovery.com,Non-binary,268658.2,2/24/2020,390.86,8427.45,8894284565
153,Aube,Ettridge,aettridge48@miibeian.gov.cn,Genderqueer,379868.86,4/2/2020,371.27,45621.0,2897138556
154,Dina,Corneck,dcorneck49@xrea.com,Female,241060.13,3/4/2020,452.6,42589.92,7664722411
155,Travis,Spreag,tspreag4a@google.es,Genderfluid,454384.22,10/20/2020,460.14,43409.84,1213104653
156,Christian,Geator,cgeator4b@buzzfeed.com,Agender,306406.42,5/22/2020,28.75,1874.94,7794128862
157,Emmy,Blanko,eblanko4c@blog.com,Genderqueer,338637.98,8/23/2020,495.88,41254.15,8238490774
158,Mallorie,Huard,mhuard4d@mtv.com,Female,33521.69,1/27/2021,446.45,15051.56,0102822115
159,Thaxter,Spawton,tspawton4e@sina.com.cn,Polygender,264598.85,5/8/2020,143.49,11399.89,7701015620
160,Sylas,Caven,scaven4f@freewebs.com,Genderqueer,30553.79,10/14/2020,272.95,32659.17,0107425726
161,Lyn,Butler,lbutler4g@friendfeed.com,Female,142753.27,7/14/2020,177.89,35066.49,0924693495
162,Estrellita,Schutze,eschutze4h@blogspot.com,Bigender,325861.88,11/5/2020,167.39,32179.38,2544380322
163,Ravid,Nassau,rnassau4i@ezinearticles.com,Non-binary,15019.65,7/7/2020,441.06,45217.26,8684545974
164,Broddy,Summerbell,bsummerbell4j@sogou.com,Agender,172955.82,6/28/2020,216.2,22379.03,6631532345
165,Dukie,Orrah,dorrah4k@unc.edu,Genderfluid,174768.83,10/20/2020,304.74,23544.43,9430095242
166,Malinda,McNabb,mmcnabb4l@hud.gov,Non-binary,283189.97,3/14/2020,141.19,33056.62,5126541137
167,Agathe,Harper,aharper4m@unblog.fr,Non-binary,174235.13,6/1/2020,245.6,41277.64,4502953105
168,Tonia,Haglinton,thaglinton4n@oracle.com,Agender,299852.71,11/16/2020,225.25,10339.27,5607963071
169,Analiese,Callar,acallar4o@blogtalkradio.com,Agender,165518.1,8/7/2020,291.35,45637.34,1124871365
170,Zebadiah,Sollitt,zsollitt4p@feedburner.com,Polygender,479970.22,3/31/2020,316.82,40711.71,8548265752
171,Trip,Zucker,tzucker4q@apache.org,Genderfluid,358339.17,10/8/2020,257.47,13488.86,7338910685
172,Kerwinn,Hateley,khateley4r@washington.edu,Female,116873.98,11/7/2020,100.7,39656.95,2517594503
173,Hammad,Hoggetts,hhoggetts4s@hao123.com,Non-binary,340613.29,3/8/2020,483.81,36219.17,9261207804
174,Rickie,Toop,rtoop4t@indiegogo.com,Genderfluid,457259.5,10/29/2020,249.64,9347.54,1757899146
175,Leonie,Blythin,lblythin4u@linkedin.com,Male,74981.92,5/29/2020,151.91,24165.22,3135613534
176,Elfie,Ludwikiewicz,eludwikiewicz4v@stanford.edu,Polygender,143910.0,12/11/2020,188.63,40317.25,9525860035
177,Delia,Davidowich,ddavidowich4w@weebly.com,Polygender,182739.73,6/7/2020,480.84,38041.78,6258496296
